0,5-8,1,88,88
0,5-8,2,88,88
0,5-8,3,149,149
0,5-8,4,149,149
0,5-8,5,149,149
0,5-8,6,149,231
0,5-8,7,149,231
0,5-8,8,149,231
0,5-8,9,149,331
0,5-8,10,149,342
0,5-8,11,149,342
0,5-8,12,149,342
0,5-8,13,149,342
0,5-8,14,149,377
0,5-8,15,149,377
0,5-8,16,240,468
0,5-8,17,240,513
0,5-8,18,240,513
0,5-8,19,240,613
0,5-8,20,240,613
0,5-8,21,240,613
0,5-8,22,240,679
0,5-8,23,240,773
0,5-8,24,240,791
0,5-8,25,240,849

1,7-8,1,88,88
1,7-8,2,88,88
1,7-8,3,88,88
1,7-8,4,88,88
1,7-8,5,88,88
1,7-8,6,88,88
1,7-8,7,88,88
1,7-8,8,88,88
1,7-8,9,88,88
1,7-8,10,88,99
1,7-8,11,181,192
1,7-8,12,181,192
1,7-8,13,181,289
1,7-8,14,181,289
1,7-8,15,181,385
1,7-8,16,181,476
1,7-8,17,181,521
1,7-8,18,181,521
1,7-8,19,181,521
1,7-8,20,181,557
1,7-8,21,181,643
1,7-8,22,181,643
1,7-8,23,181,737
1,7-8,24,181,737
1,7-8,25,181,737

2,2-15,1,88,176
2,2-15,2,88,176
2,2-15,3,88,176
2,2-15,4,88,176
2,2-15,5,88,176
2,2-15,6,88,176
2,2-15,7,88,248
2,2-15,8,88,248
2,2-15,9,88,248
2,2-15,10,88,248
2,2-15,11,88,248
2,2-15,12,88,325
2,2-15,13,88,422
2,2-15,14,88,422
2,2-15,15,88,422
2,2-15,16,88,513
2,2-15,17,88,558
2,2-15,18,88,558
2,2-15,19,88,658
2,2-15,20,88,658
2,2-15,21,88,658
2,2-15,22,88,658
2,2-15,23,88,658
2,2-15,24,88,658
2,2-15,25,146,716

3,5-19,1,88,88
3,5-19,2,88,88
3,5-19,3,88,149
3,5-19,4,88,149
3,5-19,5,88,149
3,5-19,6,88,149
3,5-19,7,88,149
3,5-19,8,88,149
3,5-19,9,188,249
3,5-19,10,188,249
3,5-19,11,188,249
3,5-19,12,188,249
3,5-19,13,188,249
3,5-19,14,188,284
3,5-19,15,188,380
3,5-19,16,188,380
3,5-19,17,188,380
3,5-19,18,188,380
3,5-19,19,188,480
3,5-19,20,188,480
3,5-19,21,188,480
3,5-19,22,188,546
3,5-19,23,188,640
3,5-19,24,188,640
3,5-19,25,188,698

4,2-6,1,88,88
4,2-6,2,88,88
4,2-6,3,88,88
4,2-6,4,88,88
4,2-6,5,88,88
4,2-6,6,88,170
4,2-6,7,88,170
4,2-6,8,152,234
4,2-6,9,152,334
4,2-6,10,152,334
4,2-6,11,152,334
4,2-6,12,152,334
4,2-6,13,152,431
4,2-6,14,152,431
4,2-6,15,152,431
4,2-6,16,152,431
4,2-6,17,152,431
4,2-6,18,152,431
4,2-6,19,152,531
4,2-6,20,188,567
4,2-6,21,188,567
4,2-6,22,188,633
4,2-6,23,188,633
4,2-6,24,188,633
4,2-6,25,188,691

5,3-16,1,88,88
5,3-16,2,88,88
5,3-16,3,88,88
5,3-16,4,88,88
5,3-16,5,88,88
5,3-16,6,88,170
5,3-16,7,88,170
5,3-16,8,88,234
5,3-16,9,88,234
5,3-16,10,88,234
5,3-16,11,88,327
5,3-16,12,165,404
5,3-16,13,165,404
5,3-16,14,165,404
5,3-16,15,165,500
5,3-16,16,165,500
5,3-16,17,165,500
5,3-16,18,165,500
5,3-16,19,165,500
5,3-16,20,165,500
5,3-16,21,165,586
5,3-16,22,165,652
5,3-16,23,165,652
5,3-16,24,165,670
5,3-16,25,165,670

6,7-14,1,176,176
6,7-14,2,176,176
6,7-14,3,176,176
6,7-14,4,176,176
6,7-14,5,176,176
6,7-14,6,176,176
6,7-14,7,176,248
6,7-14,8,176,312
6,7-14,9,176,312
6,7-14,10,176,312
6,7-14,11,176,312
6,7-14,12,176,312
6,7-14,13,176,312
6,7-14,14,176,347
6,7-14,15,272,443
6,7-14,16,272,443
6,7-14,17,272,488
6,7-14,18,272,488
6,7-14,19,272,488
6,7-14,20,272,488
6,7-14,21,272,488
6,7-14,22,272,554
6,7-14,23,272,648
6,7-14,24,272,648
6,7-14,25,272,648

7,15-16,1,88,88
7,15-16,2,88,88
7,15-16,3,88,88
7,15-16,4,88,88
7,15-16,5,88,88
7,15-16,6,88,88
7,15-16,7,88,160
7,15-16,8,88,224
7,15-16,9,88,224
7,15-16,10,88,224
7,15-16,11,88,224
7,15-16,12,88,224
7,15-16,13,88,224
7,15-16,14,88,224
7,15-16,15,184,320
7,15-16,16,184,411
7,15-16,17,184,411
7,15-16,18,184,411
7,15-16,19,184,411
7,15-16,20,184,411
7,15-16,21,184,411
7,15-16,22,184,477
7,15-16,23,278,571
7,15-16,24,278,571
7,15-16,25,278,629

8,3-14,1,88,176
8,3-14,2,88,176
8,3-14,3,88,176
8,3-14,4,88,176
8,3-14,5,88,204
8,3-14,6,88,204
8,3-14,7,88,204
8,3-14,8,88,204
8,3-14,9,188,304
8,3-14,10,188,304
8,3-14,11,188,304
8,3-14,12,188,381
8,3-14,13,188,381
8,3-14,14,188,416
8,3-14,15,188,416
8,3-14,16,188,416
8,3-14,17,188,416
8,3-14,18,188,430
8,3-14,19,188,530
8,3-14,20,188,530
8,3-14,21,188,530
8,3-14,22,188,530
8,3-14,23,188,624
8,3-14,24,188,624
8,3-14,25,188,624

9,1-18,1,88,88
9,1-18,2,88,88
9,1-18,3,88,88
9,1-18,4,88,88
9,1-18,5,88,88
9,1-18,6,88,88
9,1-18,7,88,88
9,1-18,8,88,152
9,1-18,9,88,152
9,1-18,10,88,152
9,1-18,11,88,152
9,1-18,12,88,229
9,1-18,13,185,326
9,1-18,14,185,326
9,1-18,15,185,326
9,1-18,16,185,417
9,1-18,17,185,417
9,1-18,18,185,417
9,1-18,19,185,517
9,1-18,20,185,517
9,1-18,21,185,517
9,1-18,22,185,517
9,1-18,23,279,611
9,1-18,24,279,611
9,1-18,25,279,611

10,10-12,1,88,88
10,10-12,2,88,88
10,10-12,3,88,88
10,10-12,4,88,88
10,10-12,5,88,88
10,10-12,6,88,88
10,10-12,7,88,88
10,10-12,8,88,88
10,10-12,9,188,188
10,10-12,10,188,188
10,10-12,11,281,281
10,10-12,12,281,281
10,10-12,13,281,378
10,10-12,14,281,378
10,10-12,15,281,378
10,10-12,16,281,378
10,10-12,17,281,378
10,10-12,18,281,378
10,10-12,19,281,478
10,10-12,20,317,514
10,10-12,21,317,514
10,10-12,22,317,514
10,10-12,23,317,608
10,10-12,24,317,608
10,10-12,25,317,608

11,5-11,1,88,88
11,5-11,2,88,88
11,5-11,3,88,88
11,5-11,4,88,158
11,5-11,5,88,158
11,5-11,6,88,158
11,5-11,7,160,230
11,5-11,8,160,230
11,5-11,9,160,230
11,5-11,10,160,230
11,5-11,11,160,230
11,5-11,12,160,307
11,5-11,13,160,307
11,5-11,14,160,307
11,5-11,15,160,307
11,5-11,16,160,307
11,5-11,17,160,307
11,5-11,18,160,307
11,5-11,19,160,407
11,5-11,20,160,443
11,5-11,21,160,443
11,5-11,22,160,509
11,5-11,23,160,603
11,5-11,24,160,603
11,5-11,25,160,603

12,2-11,1,88,88
12,2-11,2,102,102
12,2-11,3,102,102
12,2-11,4,102,102
12,2-11,5,102,102
12,2-11,6,102,102
12,2-11,7,102,102
12,2-11,8,102,102
12,2-11,9,102,202
12,2-11,10,102,202
12,2-11,11,102,295
12,2-11,12,102,295
12,2-11,13,102,295
12,2-11,14,102,295
12,2-11,15,102,391
12,2-11,16,102,391
12,2-11,17,102,391
12,2-11,18,102,391
12,2-11,19,102,391
12,2-11,20,102,391
12,2-11,21,102,477
12,2-11,22,168,543
12,2-11,23,168,543
12,2-11,24,168,543
12,2-11,25,168,601

13,6-10,1,88,88
13,6-10,2,88,88
13,6-10,3,88,88
13,6-10,4,88,88
13,6-10,5,88,88
13,6-10,6,170,170
13,6-10,7,170,170
13,6-10,8,170,170
13,6-10,9,170,170
13,6-10,10,170,170
13,6-10,11,170,170
13,6-10,12,170,170
13,6-10,13,170,267
13,6-10,14,170,267
13,6-10,15,170,267
13,6-10,16,170,267
13,6-10,17,170,312
13,6-10,18,170,312
13,6-10,19,270,412
13,6-10,20,270,448
13,6-10,21,270,448
13,6-10,22,270,448
13,6-10,23,364,542
13,6-10,24,364,542
13,6-10,25,364,600

14,9-12,1,88,176
14,9-12,2,88,190
14,9-12,3,88,251
14,9-12,4,88,251
14,9-12,5,88,251
14,9-12,6,170,333
14,9-12,7,170,405
14,9-12,8,170,405
14,9-12,9,170,405
14,9-12,10,170,416
14,9-12,11,170,416
14,9-12,12,170,416
14,9-12,13,170,416
14,9-12,14,170,416
14,9-12,15,170,416
14,9-12,16,170,416
14,9-12,17,170,416
14,9-12,18,170,416
14,9-12,19,170,416
14,9-12,20,170,416
14,9-12,21,256,502
14,9-12,22,256,502
14,9-12,23,350,596
14,9-12,24,350,596
14,9-12,25,350,596

15,6-15,1,88,176
15,6-15,2,88,176
15,6-15,3,88,176
15,6-15,4,88,176
15,6-15,5,88,176
15,6-15,6,88,176
15,6-15,7,88,176
15,6-15,8,88,240
15,6-15,9,188,340
15,6-15,10,188,351
15,6-15,11,188,351
15,6-15,12,188,351
15,6-15,13,188,351
15,6-15,14,188,351
15,6-15,15,188,447
15,6-15,16,188,447
15,6-15,17,188,492
15,6-15,18,188,506
15,6-15,19,188,506
15,6-15,20,188,506
15,6-15,21,188,592
15,6-15,22,188,592
15,6-15,23,188,592
15,6-15,24,188,592
15,6-15,25,188,592

16,11-16,1,88,88
16,11-16,2,88,88
16,11-16,3,88,88
16,11-16,4,88,158
16,11-16,5,88,158
16,11-16,6,88,158
16,11-16,7,88,158
16,11-16,8,88,158
16,11-16,9,188,258
16,11-16,10,188,258
16,11-16,11,188,258
16,11-16,12,188,335
16,11-16,13,188,335
16,11-16,14,188,335
16,11-16,15,188,335
16,11-16,16,188,335
16,11-16,17,188,380
16,11-16,18,188,394
16,11-16,19,188,394
16,11-16,20,188,394
16,11-16,21,188,480
16,11-16,22,188,480
16,11-16,23,188,574
16,11-16,24,188,574
16,11-16,25,188,574

17,9-13,1,88,88
17,9-13,2,88,88
17,9-13,3,88,88
17,9-13,4,88,88
17,9-13,5,88,88
17,9-13,6,88,88
17,9-13,7,88,160
17,9-13,8,88,160
17,9-13,9,88,260
17,9-13,10,88,271
17,9-13,11,88,271
17,9-13,12,165,348
17,9-13,13,165,445
17,9-13,14,165,445
17,9-13,15,165,445
17,9-13,16,256,536
17,9-13,17,256,536
17,9-13,18,256,536
17,9-13,19,256,536
17,9-13,20,292,572
17,9-13,21,292,572
17,9-13,22,292,572
17,9-13,23,292,572
17,9-13,24,292,572
17,9-13,25,292,572

18,4-10,1,88,88
18,4-10,2,88,88
18,4-10,3,88,88
18,4-10,4,88,88
18,4-10,5,88,116
18,4-10,6,88,116
18,4-10,7,88,116
18,4-10,8,88,116
18,4-10,9,88,116
18,4-10,10,88,116
18,4-10,11,88,209
18,4-10,12,88,209
18,4-10,13,185,306
18,4-10,14,185,306
18,4-10,15,185,306
18,4-10,16,185,306
18,4-10,17,185,306
18,4-10,18,185,306
18,4-10,19,185,406
18,4-10,20,185,406
18,4-10,21,185,406
18,4-10,22,185,472
18,4-10,23,185,566
18,4-10,24,185,566
18,4-10,25,185,566

19,6-14,1,88,176
19,6-14,2,88,176
19,6-14,3,88,176
19,6-14,4,158,246
19,6-14,5,158,246
19,6-14,6,158,328
19,6-14,7,158,328
19,6-14,8,158,328
19,6-14,9,158,428
19,6-14,10,158,428
19,6-14,11,158,428
19,6-14,12,158,428
19,6-14,13,158,428
19,6-14,14,158,428
19,6-14,15,158,428
19,6-14,16,249,519
19,6-14,17,249,564
19,6-14,18,249,564
19,6-14,19,249,564
19,6-14,20,249,564
19,6-14,21,249,564
19,6-14,22,249,564
19,6-14,23,249,564
19,6-14,24,249,564
19,6-14,25,249,564

20,4-9,1,88,88
20,4-9,2,88,88
20,4-9,3,149,149
20,4-9,4,149,149
20,4-9,5,149,149
20,4-9,6,149,149
20,4-9,7,149,149
20,4-9,8,149,213
20,4-9,9,149,313
20,4-9,10,149,313
20,4-9,11,149,406
20,4-9,12,149,406
20,4-9,13,149,406
20,4-9,14,149,406
20,4-9,15,149,406
20,4-9,16,149,406
20,4-9,17,194,451
20,4-9,18,194,451
20,4-9,19,194,451
20,4-9,20,194,451
20,4-9,21,194,451
20,4-9,22,194,451
20,4-9,23,194,545
20,4-9,24,212,563
20,4-9,25,212,563

21,5-16,1,88,88
21,5-16,2,88,88
21,5-16,3,88,88
21,5-16,4,88,158
21,5-16,5,88,158
21,5-16,6,88,240
21,5-16,7,88,240
21,5-16,8,88,304
21,5-16,9,88,304
21,5-16,10,88,304
21,5-16,11,88,304
21,5-16,12,88,304
21,5-16,13,88,304
21,5-16,14,88,304
21,5-16,15,88,400
21,5-16,16,88,400
21,5-16,17,88,400
21,5-16,18,88,400
21,5-16,19,188,500
21,5-16,20,188,500
21,5-16,21,188,500
21,5-16,22,188,500
21,5-16,23,188,500
21,5-16,24,188,500
21,5-16,25,246,558

22,8-13,1,88,88
22,8-13,2,88,102
22,8-13,3,88,102
22,8-13,4,88,172
22,8-13,5,88,172
22,8-13,6,88,172
22,8-13,7,88,172
22,8-13,8,88,172
22,8-13,9,88,172
22,8-13,10,88,183
22,8-13,11,88,183
22,8-13,12,88,183
22,8-13,13,88,183
22,8-13,14,88,183
22,8-13,15,88,279
22,8-13,16,88,370
22,8-13,17,88,370
22,8-13,18,88,370
22,8-13,19,188,470
22,8-13,20,188,470
22,8-13,21,188,556
22,8-13,22,188,556
22,8-13,23,188,556
22,8-13,24,188,556
22,8-13,25,188,556

23,14-17,1,88,88
23,14-17,2,88,88
23,14-17,3,88,88
23,14-17,4,88,88
23,14-17,5,88,88
23,14-17,6,88,88
23,14-17,7,88,160
23,14-17,8,152,224
23,14-17,9,152,224
23,14-17,10,152,224
23,14-17,11,152,224
23,14-17,12,152,224
23,14-17,13,152,321
23,14-17,14,152,321
23,14-17,15,152,321
23,14-17,16,152,321
23,14-17,17,197,366
23,14-17,18,197,366
23,14-17,19,197,366
23,14-17,20,197,402
23,14-17,21,197,488
23,14-17,22,197,554
23,14-17,23,197,554
23,14-17,24,197,554
23,14-17,25,197,554

24,3-17,1,88,176
24,3-17,2,88,176
24,3-17,3,88,176
24,3-17,4,88,176
24,3-17,5,88,176
24,3-17,6,170,258
24,3-17,7,170,258
24,3-17,8,170,258
24,3-17,9,170,258
24,3-17,10,170,269
24,3-17,11,170,269
24,3-17,12,170,269
24,3-17,13,170,366
24,3-17,14,170,366
24,3-17,15,170,366
24,3-17,16,170,366
24,3-17,17,170,366
24,3-17,18,170,380
24,3-17,19,170,380
24,3-17,20,170,380
24,3-17,21,170,466
24,3-17,22,170,532
24,3-17,23,170,532
24,3-17,24,170,550
24,3-17,25,170,550

25,1-19,1,88,88
25,1-19,2,88,88
25,1-19,3,88,88
25,1-19,4,88,88
25,1-19,5,88,88
25,1-19,6,170,170
25,1-19,7,170,242
25,1-19,8,170,306
25,1-19,9,170,306
25,1-19,10,170,306
25,1-19,11,170,306
25,1-19,12,170,383
25,1-19,13,170,480
25,1-19,14,170,480
25,1-19,15,170,480
25,1-19,16,170,480
25,1-19,17,170,480
25,1-19,18,170,480
25,1-19,19,170,480
25,1-19,20,170,480
25,1-19,21,170,480
25,1-19,22,170,546
25,1-19,23,170,546
25,1-19,24,170,546
25,1-19,25,170,546

26,5-17,1,88,88
26,5-17,2,88,88
26,5-17,3,88,88
26,5-17,4,88,158
26,5-17,5,88,158
26,5-17,6,88,158
26,5-17,7,88,158
26,5-17,8,88,158
26,5-17,9,88,158
26,5-17,10,88,158
26,5-17,11,88,158
26,5-17,12,88,235
26,5-17,13,88,235
26,5-17,14,88,235
26,5-17,15,184,331
26,5-17,16,184,331
26,5-17,17,184,331
26,5-17,18,184,331
26,5-17,19,184,431
26,5-17,20,184,467
26,5-17,21,184,467
26,5-17,22,184,467
26,5-17,23,184,467
26,5-17,24,202,485
26,5-17,25,202,543

27,8-18,1,88,88
27,8-18,2,88,88
27,8-18,3,88,88
27,8-18,4,88,88
27,8-18,5,116,116
27,8-18,6,116,116
27,8-18,7,116,188
27,8-18,8,116,252
27,8-18,9,216,352
27,8-18,10,216,352
27,8-18,11,216,352
27,8-18,12,216,352
27,8-18,13,216,449
27,8-18,14,216,449
27,8-18,15,216,449
27,8-18,16,216,449
27,8-18,17,216,449
27,8-18,18,216,449
27,8-18,19,216,449
27,8-18,20,216,485
27,8-18,21,216,485
27,8-18,22,216,485
27,8-18,23,216,485
27,8-18,24,216,485
27,8-18,25,216,543

28,0-3,1,176,176
28,0-3,2,176,190
28,0-3,3,176,190
28,0-3,4,176,190
28,0-3,5,176,190
28,0-3,6,176,190
28,0-3,7,176,262
28,0-3,8,176,326
28,0-3,9,176,326
28,0-3,10,176,326
28,0-3,11,176,419
28,0-3,12,176,419
28,0-3,13,176,419
28,0-3,14,176,454
28,0-3,15,176,454
28,0-3,16,176,454
28,0-3,17,176,454
28,0-3,18,176,454
28,0-3,19,176,454
28,0-3,20,176,454
28,0-3,21,176,454
28,0-3,22,176,520
28,0-3,23,176,520
28,0-3,24,176,538
28,0-3,25,176,538

29,5-15,1,88,176
29,5-15,2,88,176
29,5-15,3,88,176
29,5-15,4,88,176
29,5-15,5,88,176
29,5-15,6,170,258
29,5-15,7,170,258
29,5-15,8,170,258
29,5-15,9,170,258
29,5-15,10,170,269
29,5-15,11,263,362
29,5-15,12,263,362
29,5-15,13,263,362
29,5-15,14,263,397
29,5-15,15,263,397
29,5-15,16,263,397
29,5-15,17,263,442
29,5-15,18,263,442
29,5-15,19,263,442
29,5-15,20,263,442
29,5-15,21,263,442
29,5-15,22,263,442
29,5-15,23,263,536
29,5-15,24,263,536
29,5-15,25,263,536

30,10-17,1,88,88
30,10-17,2,88,88
30,10-17,3,88,88
30,10-17,4,158,158
30,10-17,5,158,186
30,10-17,6,158,186
30,10-17,7,158,186
30,10-17,8,158,186
30,10-17,9,158,186
30,10-17,10,158,186
30,10-17,11,158,186
30,10-17,12,235,263
30,10-17,13,235,360
30,10-17,14,235,395
30,10-17,15,235,395
30,10-17,16,235,395
30,10-17,17,235,395
30,10-17,18,249,409
30,10-17,19,249,409
30,10-17,20,249,409
30,10-17,21,249,409
30,10-17,22,249,475
30,10-17,23,249,475
30,10-17,24,249,475
30,10-17,25,249,533

31,2-4,1,88,88
31,2-4,2,88,88
31,2-4,3,88,88
31,2-4,4,88,88
31,2-4,5,88,88
31,2-4,6,88,88
31,2-4,7,88,88
31,2-4,8,88,88
31,2-4,9,188,188
31,2-4,10,188,188
31,2-4,11,188,281
31,2-4,12,188,281
31,2-4,13,188,281
31,2-4,14,188,281
31,2-4,15,188,281
31,2-4,16,188,281
31,2-4,17,188,326
31,2-4,18,188,326
31,2-4,19,188,326
31,2-4,20,188,362
31,2-4,21,188,362
31,2-4,22,188,362
31,2-4,23,282,456
31,2-4,24,282,474
31,2-4,25,282,532

32,2-3,1,88,176
32,2-3,2,88,176
32,2-3,3,149,237
32,2-3,4,149,237
32,2-3,5,149,237
32,2-3,6,149,237
32,2-3,7,221,309
32,2-3,8,221,309
32,2-3,9,221,309
32,2-3,10,221,309
32,2-3,11,314,402
32,2-3,12,314,402
32,2-3,13,314,499
32,2-3,14,314,499
32,2-3,15,314,499
32,2-3,16,314,499
32,2-3,17,314,499
32,2-3,18,314,513
32,2-3,19,314,513
32,2-3,20,314,513
32,2-3,21,314,513
32,2-3,22,314,513
32,2-3,23,314,513
32,2-3,24,314,531
32,2-3,25,314,531

33,1-2,1,176,176
33,1-2,2,176,176
33,1-2,3,176,176
33,1-2,4,176,176
33,1-2,5,176,176
33,1-2,6,176,176
33,1-2,7,176,176
33,1-2,8,176,176
33,1-2,9,176,176
33,1-2,10,176,176
33,1-2,11,176,176
33,1-2,12,176,253
33,1-2,13,176,253
33,1-2,14,176,253
33,1-2,15,176,253
33,1-2,16,176,253
33,1-2,17,176,253
33,1-2,18,176,267
33,1-2,19,176,367
33,1-2,20,176,367
33,1-2,21,176,367
33,1-2,22,176,433
33,1-2,23,176,527
33,1-2,24,176,527
33,1-2,25,176,527

34,4-13,1,88,88
34,4-13,2,102,102
34,4-13,3,102,102
34,4-13,4,102,102
34,4-13,5,102,102
34,4-13,6,102,102
34,4-13,7,102,102
34,4-13,8,102,102
34,4-13,9,102,102
34,4-13,10,102,102
34,4-13,11,102,195
34,4-13,12,102,195
34,4-13,13,102,292
34,4-13,14,102,292
34,4-13,15,102,388
34,4-13,16,102,388
34,4-13,17,102,433
34,4-13,18,102,433
34,4-13,19,102,433
34,4-13,20,102,469
34,4-13,21,102,469
34,4-13,22,102,469
34,4-13,23,102,469
34,4-13,24,102,469
34,4-13,25,102,527

35,6-9,1,88,88
35,6-9,2,88,88
35,6-9,3,88,88
35,6-9,4,88,158
35,6-9,5,88,158
35,6-9,6,88,158
35,6-9,7,88,230
35,6-9,8,88,230
35,6-9,9,88,230
35,6-9,10,88,230
35,6-9,11,88,323
35,6-9,12,88,323
35,6-9,13,88,323
35,6-9,14,88,323
35,6-9,15,88,323
35,6-9,16,88,323
35,6-9,17,88,323
35,6-9,18,88,323
35,6-9,19,88,423
35,6-9,20,88,423
35,6-9,21,88,509
35,6-9,22,88,509
35,6-9,23,88,509
35,6-9,24,88,527
35,6-9,25,88,527

36,4-5,1,88,88
36,4-5,2,88,102
36,4-5,3,88,102
36,4-5,4,88,102
36,4-5,5,116,130
36,4-5,6,116,130
36,4-5,7,116,130
36,4-5,8,116,130
36,4-5,9,116,230
36,4-5,10,116,241
36,4-5,11,116,241
36,4-5,12,116,241
36,4-5,13,116,241
36,4-5,14,116,241
36,4-5,15,116,337
36,4-5,16,116,337
36,4-5,17,116,337
36,4-5,18,116,337
36,4-5,19,116,337
36,4-5,20,152,373
36,4-5,21,238,459
36,4-5,22,238,525
36,4-5,23,238,525
36,4-5,24,238,525
36,4-5,25,238,525

37,2-19,1,88,88
37,2-19,2,88,88
37,2-19,3,88,88
37,2-19,4,88,88
37,2-19,5,88,88
37,2-19,6,88,88
37,2-19,7,88,160
37,2-19,8,88,160
37,2-19,9,88,160
37,2-19,10,88,160
37,2-19,11,88,253
37,2-19,12,165,330
37,2-19,13,165,330
37,2-19,14,165,330
37,2-19,15,165,426
37,2-19,16,256,517
37,2-19,17,256,517
37,2-19,18,256,517
37,2-19,19,256,517
37,2-19,20,256,517
37,2-19,21,256,517
37,2-19,22,256,517
37,2-19,23,256,517
37,2-19,24,256,517
37,2-19,25,256,517

38,3-5,1,88,88
38,3-5,2,88,88
38,3-5,3,88,88
38,3-5,4,88,88
38,3-5,5,88,88
38,3-5,6,88,88
38,3-5,7,88,88
38,3-5,8,88,88
38,3-5,9,88,188
38,3-5,10,88,188
38,3-5,11,88,188
38,3-5,12,88,188
38,3-5,13,185,285
38,3-5,14,185,320
38,3-5,15,185,320
38,3-5,16,185,320
38,3-5,17,230,365
38,3-5,18,230,365
38,3-5,19,230,365
38,3-5,20,230,365
38,3-5,21,230,451
38,3-5,22,230,517
38,3-5,23,230,517
38,3-5,24,230,517
38,3-5,25,230,517

39,9-17,1,88,88
39,9-17,2,88,102
39,9-17,3,88,102
39,9-17,4,88,172
39,9-17,5,88,200
39,9-17,6,88,200
39,9-17,7,160,272
